Date,Salesperson,Product,Category,Quantity,Unit_Price,Total_Sale,Commission,Cost_of_Goods,Gross_Profit,Customer_ID,Lead_Source,Deal_Size,Profit_Margin,Month,Quarter,Year,Weekday
2022-06-10,Bob Smith,Gadget X,Software,4,497.7975351414897,1991.1901405659587,200.3877354107957,1194.7140843395753,796.4760562263834,CUST_9215,Referral,Small,40.0,6,2,2022,Friday
2022-06-10,Bob Smith,Widget B,Hardware,1,174.17673095787978,174.17673095787978,13.96194766318578,104.50603857472787,69.67069238315192,CUST_6458,Trade Show,Small,40.0,6,2,2022,Friday
2022-06-10,Alice Johnson,Widget A,Electronics,2,289.63248483003343,579.2649696600669,41.86630444844477,347.5589817960401,231.70598786402678,CUST_9830,Social Media,Small,40.00000000000001,6,2,2022,Friday
2022-06-10,Eva Garcia,Widget A,Electronics,1,244.50956582298286,244.50956582298286,33.4921517843054,146.7057394937897,97.80382632919316,CUST_9490,Social Media,Small,40.0,6,2,2022,Friday
2022-06-10,Alice Johnson,Gadget X,Hardware,1,461.2002286109966,461.2002286109966,43.520958794129605,276.72013716659797,184.48009144439862,CUST_6367,Cold Call,Small,40.0,6,2,2022,Friday
2022-06-10,Carol Brown,Widget C,Software,2,307.48299608790904,614.9659921758181,87.16686959055751,368.9795953054908,245.98639687032727,CUST_3099,Cold Call,Small,40.00000000000001,6,2,2022,Friday
2022-06-10,Bob Smith,Gadget Y,Hardware,1,501.8843483627623,501.8843483627623,68.40956658719985,301.1306090176574,200.75373934510492,CUST_6543,Social Media,Large,40.0,6,2,2022,Friday
2022-06-10,Alice Johnson,Gadget Y,Services,3,603.8626323936435,1811.5878971809304,138.7312964434136,1086.9527383085583,724.6351588723721,CUST_6360,Social Media,Small,40.0,6,2,2022,Friday
2022-06-10,Alice Johnson,Widget C,Hardware,3,304.6151500318527,913.8454500955581,77.8086099322932,548.3072700573348,365.53818003822335,CUST_5693,Cold Call,Small,40.00000000000001,6,2,2022,Friday
2022-06-10,Carol Brown,Gadget X,Services,3,503.99910980765753,1511.9973294229726,196.40314636451956,907.1983976537836,604.798931769189,CUST_7229,Referral,Medium,40.0,6,2,2022,Friday
2022-06-10,Alice Johnson,Widget A,Services,2,261.47244550495685,522.9448910099137,50.117837627877066,313.7669346059482,209.17795640396548,CUST_5383,Website,Small,40.0,6,2,2022,Friday
2022-06-11,Carol Brown,Widget A,Software,1,282.7985655733014,282.7985655733014,31.49562074898875,169.67913934398084,113.11942622932057,CUST_5571,Social Media,Medium,40.0,6,2,2022,Saturday
2022-06-11,Alice Johnson,Widget C,Software,1,304.3004085111471,304.3004085111471,27.477499195200323,182.58024510668827,121.72016340445884,CUST_2787,Referral,Medium,40.0,6,2,2022,Saturday
2022-06-11,Bob Smith,Widget C,Software,2,310.95170151586024,621.9034030317205,90.2472779607683,373.1420418190323,248.7613612126882,CUST_3652,Trade Show,Small,40.0,6,2,2022,Saturday
2022-06-11,Eva Garcia,Widget A,Software,1,283.4358526978855,283.4358526978855,29.434718372782417,170.0615116187313,113.37434107915419,CUST_5923,Cold Call,Large,40.0,6,2,2022,Saturday
2022-06-12,Carol Brown,Gadget X,Services,4,441.5473260173219,1766.1893040692876,101.91477464776513,1059.7135824415725,706.4757216277151,CUST_7064,Social Media,Small,40.0,6,2,2022,Sunday
2022-06-12,Alice Johnson,Widget A,Electronics,1,213.69645161457927,213.69645161457927,13.160435124699356,128.21787096874755,85.47858064583173,CUST_8426,Referral,Small,40.00000000000001,6,2,2022,Sunday
2022-06-13,Eva Garcia,Gadget Y,Hardware,1,492.88409712950687,492.88409712950687,27.542167009416843,295.7304582777041,197.15363885180278,CUST_5488,Trade Show,Medium,40.00000000000001,6,2,2022,Monday
2022-06-13,Eva Garcia,Gadget Y,Services,5,596.4226890190123,2982.1134450950613,313.6155257022812,1789.268067057037,1192.8453780380244,CUST_4526,Referral,Small,40.0,6,2,2022,Monday
2022-06-13,Bob Smith,Gadget Y,Services,2,595.727779183817,1191.455558367634,67.88744394262139,714.8733350205804,476.5822233470536,CUST_3656,Referral,Small,40.0,6,2,2022,Monday
2022-06-13,Carol Brown,Widget A,Services,1,229.83700418858595,229.83700418858595,20.748618725331692,137.90220251315156,91.93480167543439,CUST_9758,Referral,Medium,40.0,6,2,2022,Monday
2022-06-13,Eva Garcia,Gadget Y,Services,1,700.6320305979658,700.6320305979658,87.80737753926581,420.3792183587795,280.2528122391863,CUST_8490,Trade Show,Small,40.0,6,2,2022,Monday
2022-06-13,Bob Smith,Gadget Y,Hardware,2,629.7484618895683,1259.4969237791365,96.2850330732647,755.6981542674819,503.79876951165465,CUST_5257,Trade Show,Small,40.0,6,2,2022,Monday
2022-06-13,Eva Garcia,Gadget Y,Software,1,571.6849299591297,571.6849299591297,69.09264724628504,343.0109579754778,228.67397198365188,CUST_2139,Social Media,Medium,40.0,6,2,2022,Monday
2022-06-14,David Wilson,Widget C,Electronics,1,306.4128586872915,306.4128586872915,16.63157728712763,183.84771521237488,122.5651434749166,CUST_1304,Trade Show,Small,40.0,6,2,2022,Tuesday
2022-06-14,David Wilson,Gadget Y,Electronics,2,623.8582501065766,1247.7165002131533,179.1560303166432,748.6299001278919,499.08660008526135,CUST_9366,Referral,Small,40.0,6,2,2022,Tuesday
2022-06-14,Eva Garcia,Widget C,Electronics,1,331.0546554524212,331.0546554524212,38.47427861708828,198.6327932714527,132.42186218096847,CUST_8322,Trade Show,Small,40.0,6,2,2022,Tuesday
2022-06-14,Eva Garcia,Widget B,Software,1,196.4351368158012,196.4351368158012,10.180604187474598,117.86108208948072,78.57405472632048,CUST_4956,Referral,Small,40.0,6,2,2022,Tuesday
2022-06-14,Eva Garcia,Widget A,Electronics,2,274.87919162896515,549.7583832579303,75.36145228777605,329.85502995475815,219.90335330317214,CUST_4247,Trade Show,Small,40.0,6,2,2022,Tuesday
2022-06-14,Alice Johnson,Widget A,Services,5,273.434185356342,1367.17092678171,93.36325116087693,820.302556069026,546.868370712684,CUST_8008,Trade Show,Medium,40.0,6,2,2022,Tuesday
2022-06-14,Carol Brown,Widget B,Software,1,174.8737906287229,174.8737906287229,15.102585811976262,104.92427437723374,69.94951625148916,CUST_7614,Social Media,Large,40.0,6,2,2022,Tuesday
2022-06-14,Eva Garcia,Widget C,Hardware,1,288.0875213450107,288.0875213450107,15.274170353540658,172.85251280700643,115.23500853800428,CUST_9261,Cold Call,Small,40.0,6,2,2022,Tuesday
2022-06-14,David Wilson,Gadget X,Services,1,425.40529723489067,425.40529723489067,54.16722533171722,255.24317834093438,170.1621188939563,CUST_2967,Trade Show,Small,40.00000000000001,6,2,2022,Tuesday
2022-06-14,David Wilson,Widget C,Services,4,339.9084247395513,1359.6336989582053,93.60915540265928,815.7802193749231,543.8534795832821,CUST_1164,Referral,Small,40.0,6,2,2022,Tuesday
2022-06-14,Bob Smith,Widget B,Software,2,180.58992547600405,361.1798509520081,21.67312686379662,216.70791057120485,144.47194038080326,CUST_5614,Social Media,Medium,40.0,6,2,2022,Tuesday
2022-06-14,Bob Smith,Gadget Y,Electronics,1,601.2733590500555,601.2733590500555,67.09801863724718,360.76401543003334,240.5093436200222,CUST_8824,Website,Large,40.0,6,2,2022,Tuesday
2022-06-14,Carol Brown,Gadget X,Hardware,5,424.2847227905587,2121.4236139527934,167.15497452956294,1272.854168371676,848.5694455811174,CUST_1366,Social Media,Medium,40.0,6,2,2022,Tuesday
2022-06-14,Bob Smith,Gadget Y,Services,2,657.9702783568592,1315.9405567137185,112.7492941656784,789.5643340282311,526.3762226854874,CUST_8485,Website,Large,40.0,6,2,2022,Tuesday
2022-06-14,Alice Johnson,Widget B,Software,5,226.2554250786025,1131.2771253930125,124.66535845466812,678.7662752358075,452.510850157205,CUST_8446,Social Media,Medium,40.0,6,2,2022,Tuesday
2022-06-14,Bob Smith,Gadget X,Services,1,421.95513151433585,421.95513151433585,35.10271258515258,253.1730789086015,168.78205260573435,CUST_5071,Trade Show,Medium,40.0,6,2,2022,Tuesday
2022-06-15,Alice Johnson,Widget B,Electronics,1,186.52724444583873,186.52724444583873,18.117473357775534,111.91634666750323,74.6108977783355,CUST_6677,Cold Call,Medium,40.0,6,2,2022,Wednesday
2022-06-15,Alice Johnson,Widget A,Services,1,232.76388656226646,232.76388656226646,24.681813747778673,139.65833193735986,93.1055546249066,CUST_2825,Cold Call,Medium,40.00000000000001,6,2,2022,Wednesday
2022-06-15,Carol Brown,Widget A,Hardware,1,233.84561374684068,233.84561374684068,22.931385730546126,140.3073682481044,93.53824549873627,CUST_4562,Trade Show,Medium,40.0,6,2,2022,Wednesday
2022-06-15,Carol Brown,Widget C,Software,2,343.5896351376382,687.1792702752764,40.95284408005491,412.30756216516585,274.87170811011055,CUST_2769,Cold Call,Medium,40.0,6,2,2022,Wednesday
2022-06-15,David Wilson,Gadget X,Software,1,435.9531952198894,435.9531952198894,59.14018553790761,261.5719171319336,174.38127808795576,CUST_7218,Trade Show,Medium,40.0,6,2,2022,Wednesday
2022-06-15,Bob Smith,Widget B,Services,1,176.15427863649307,176.15427863649307,9.65329503109476,105.69256718189584,70.46171145459724,CUST_1267,Referral,Medium,40.0,6,2,2022,Wednesday
2022-06-15,Eva Garcia,Widget A,Software,1,249.28548120972317,249.28548120972317,29.661015690452896,149.5712887258339,99.71419248388926,CUST_5816,Social Media,Small,40.0,6,2,2022,Wednesday
2022-06-15,Eva Garcia,Gadget X,Software,1,431.9499027931682,431.9499027931682,25.63328371969859,259.1699416759009,172.7799611172673,CUST_4865,Trade Show,Small,40.00000000000001,6,2,2022,Wednesday
2022-06-15,Alice Johnson,Gadget Y,Electronics,1,558.4237800844811,558.4237800844811,33.415268867345574,335.0542680506887,223.36951203379243,CUST_4085,Trade Show,Small,40.0,6,2,2022,Wednesday
2022-06-15,Bob Smith,Gadget Y,Hardware,1,680.4288906703766,680.4288906703766,81.26742526146838,408.257334402226,272.17155626815065,CUST_3562,Trade Show,Small,40.0,6,2,2022,Wednesday
2022-06-15,Bob Smith,Gadget X,Electronics,4,489.09592522374976,1956.383700894999,263.55568914200353,1173.8302205369994,782.5534803579997,CUST_6718,Website,Small,40.0,6,2,2022,Wednesday
2022-06-15,Eva Garcia,Gadget X,Hardware,1,451.0396955700329,451.0396955700329,50.456760229970705,270.6238173420197,180.41587822801318,CUST_7704,Website,Medium,40.00000000000001,6,2,2022,Wednesday
2022-06-15,Alice Johnson,Gadget X,Hardware,1,455.1514226468451,455.1514226468451,64.4959448083903,273.09085358810705,182.06056905873805,CUST_5764,Social Media,Small,40.0,6,2,2022,Wednesday
2022-06-15,Eva Garcia,Gadget X,Hardware,1,445.1162470845818,445.1162470845818,39.69225155686371,267.06974825074906,178.04649883383274,CUST_1923,Cold Call,Small,40.00000000000001,6,2,2022,Wednesday
2022-06-15,David Wilson,Gadget X,Hardware,4,432.8266007064055,1731.306402825622,141.4382608973015,1038.7838416953732,692.5225611302487,CUST_8797,Trade Show,Small,40.0,6,2,2022,Wednesday
2022-06-15,Eva Garcia,Widget A,Hardware,1,268.5031416026311,268.5031416026311,16.28502799615934,161.10188496157866,107.40125664105244,CUST_2505,Trade Show,Small,40.0,6,2,2022,Wednesday
2022-06-16,Carol Brown,Widget A,Services,4,260.2297509132145,1040.919003652858,86.29174558206296,624.5514021917148,416.3676014611432,CUST_6566,Referral,Medium,40.0,6,2,2022,Thursday
2022-06-16,Eva Garcia,Gadget Y,Services,1,585.8810332033643,585.8810332033643,32.83552222942564,351.52861992201855,234.35241328134572,CUST_3555,Referral,Small,40.0,6,2,2022,Thursday
2022-06-16,Carol Brown,Widget C,Software,3,251.9413283904235,755.8239851712706,78.89998937782367,453.4943911027623,302.3295940685083,CUST_7298,Cold Call,Small,40.00000000000001,6,2,2022,Thursday
2022-06-16,Carol Brown,Widget B,Hardware,2,180.56919553038446,361.1383910607689,30.975445247715598,216.68303463646134,144.45535642430758,CUST_1938,Cold Call,Small,40.0,6,2,2022,Thursday
2022-06-16,Carol Brown,Gadget X,Electronics,1,427.5630883946622,427.5630883946622,49.18538518282893,256.5378530367973,171.02523535786491,CUST_7966,Cold Call,Small,40.00000000000001,6,2,2022,Thursday
2022-06-16,David Wilson,Widget B,Hardware,2,166.26706770002193,332.53413540004385,48.29397852686156,199.5204812400263,133.01365416001755,CUST_9644,Cold Call,Small,40.0,6,2,2022,Thursday
2022-06-16,Alice Johnson,Widget C,Hardware,1,320.6487221755749,320.6487221755749,34.03765061545488,192.38923330534493,128.25948887022997,CUST_5945,Social Media,Small,40.0,6,2,2022,Thursday
2022-06-16,Carol Brown,Widget C,Electronics,1,318.2566938290029,318.2566938290029,43.77076867672161,190.95401629740175,127.30267753160118,CUST_2853,Referral,Small,40.0,6,2,2022,Thursday
2022-06-16,Eva Garcia,Widget B,Electronics,1,170.73642945417816,170.73642945417816,9.805920247095365,102.4418576725069,68.29457178167127,CUST_3556,Trade Show,Medium,40.0,6,2,2022,Thursday
2022-06-16,Eva Garcia,Gadget Y,Software,1,608.6509194905358,608.6509194905358,75.8045756662755,365.19055169432147,243.4603677962143,CUST_3021,Cold Call,Small,40.0,6,2,2022,Thursday
2022-06-16,Carol Brown,Widget B,Electronics,3,171.61428704088087,514.8428611226426,63.981111350532025,308.9057166735855,205.9371444490571,CUST_9414,Social Media,Small,40.00000000000001,6,2,2022,Thursday
2022-06-16,Bob Smith,Widget A,Software,3,238.68879485540984,716.0663845662295,57.41271495315137,429.6398307397377,286.42655382649184,CUST_1443,Referral,Medium,40.0,6,2,2022,Thursday
2022-06-16,Alice Johnson,Widget C,Electronics,1,339.07151365502114,339.07151365502114,28.66579069484781,203.44290819301267,135.62860546200847,CUST_2607,Cold Call,Small,40.0,6,2,2022,Thursday
2022-06-16,Carol Brown,Gadget X,Software,1,464.0404730673022,464.0404730673022,61.413473911359304,278.4242838403813,185.61618922692088,CUST_8392,Cold Call,Small,40.0,6,2,2022,Thursday
2022-06-17,Carol Brown,Gadget Y,Hardware,2,574.174338071957,1148.348676143914,88.71351452472317,689.0092056863483,459.33947045756565,CUST_1521,Referral,Small,40.00000000000001,6,2,2022,Friday
2022-06-17,Carol Brown,Widget C,Hardware,3,384.2711363514144,1152.813409054243,127.72840188526476,691.6880454325459,461.12536362169715,CUST_8017,Referral,Small,40.0,6,2,2022,Friday
2022-06-17,Bob Smith,Gadget Y,Electronics,1,729.380977903758,729.380977903758,37.55657520019162,437.62858674225475,291.7523911615032,CUST_4600,Website,Small,40.0,6,2,2022,Friday
2022-06-17,Alice Johnson,Gadget Y,Hardware,1,577.1583225722944,577.1583225722944,67.72327155229486,346.2949935433766,230.8633290289178,CUST_1282,Website,Small,40.00000000000001,6,2,2022,Friday
2022-06-17,Bob Smith,Widget B,Software,2,173.2948290263915,346.589658052783,36.29616620287569,207.9537948316698,138.63586322111323,CUST_7059,Social Media,Medium,40.0,6,2,2022,Friday
2022-06-17,Eva Garcia,Gadget X,Electronics,1,402.91131437128297,402.91131437128297,24.349808831083518,241.74678862276977,161.1645257485132,CUST_6990,Website,Medium,40.0,6,2,2022,Friday
2022-06-17,Eva Garcia,Gadget X,Hardware,3,463.6709016912339,1391.0127050737017,146.56338848770858,834.6076230442211,556.4050820294806,CUST_9276,Cold Call,Medium,39.99999999999999,6,2,2022,Friday
2022-06-17,Eva Garcia,Widget A,Hardware,2,188.73475806054924,377.4695161210985,45.403951827316526,226.4817096726591,150.9878064484394,CUST_4190,Trade Show,Small,40.0,6,2,2022,Friday
2022-06-17,Eva Garcia,Widget A,Software,4,270.19516146363264,1080.7806458545306,108.35549846868692,648.4683875127183,432.31225834181225,CUST_5852,Website,Small,40.0,6,2,2022,Friday
2022-06-17,Eva Garcia,Widget A,Software,3,249.02522659034938,747.0756797710482,95.34789917257906,448.2454078626289,298.83027190841926,CUST_3054,Referral,Large,40.0,6,2,2022,Friday
2022-06-18,Bob Smith,Widget A,Software,1,236.28587623607186,236.28587623607186,16.441698499042296,141.7715257416431,94.51435049442875,CUST_4773,Cold Call,Small,40.0,6,2,2022,Saturday
2022-06-18,David Wilson,Widget A,Services,2,244.457624081026,488.915248162052,37.70849723600174,293.3491488972312,195.56609926482082,CUST_6003,Social Media,Large,40.0,6,2,2022,Saturday
2022-06-19,Eva Garcia,Widget C,Services,2,371.3776158155928,742.7552316311856,93.75689325689557,445.6531389787113,297.10209265247425,CUST_2315,Referral,Large,40.0,6,2,2022,Sunday
2022-06-20,Alice Johnson,Gadget X,Electronics,1,513.7573006266423,513.7573006266423,27.392211605248992,308.25438037598536,205.50292025065693,CUST_1510,Website,Small,40.0,6,2,2022,Monday
2022-06-20,Alice Johnson,Widget C,Electronics,1,302.52834742185564,302.52834742185564,36.112319188745474,181.5170084531134,121.01133896874225,CUST_9469,Trade Show,Small,40.0,6,2,2022,Monday
2022-06-20,David Wilson,Widget A,Services,2,218.6816537807405,437.363307561481,32.45623535905166,262.4179845368886,174.94532302459243,CUST_5470,Trade Show,Medium,40.00000000000001,6,2,2022,Monday
2022-06-20,David Wilson,Widget A,Electronics,2,261.673556798297,523.347113596594,55.989007561387055,314.00826815795637,209.33884543863763,CUST_2561,Referral,Medium,40.00000000000001,6,2,2022,Monday
2022-06-20,David Wilson,Widget C,Software,1,303.0009851840087,303.0009851840087,37.59664599395654,181.8005911104052,121.20039407360349,CUST_1663,Website,Medium,40.0,6,2,2022,Monday
2022-06-21,Carol Brown,Gadget X,Services,3,374.93931853495326,1124.81795560486,142.17840974600472,674.8907733629159,449.927182241944,CUST_7301,Cold Call,Medium,40.00000000000001,6,2,2022,Tuesday
2022-06-21,Bob Smith,Widget B,Electronics,5,168.15281962302643,840.7640981151321,81.53747675241428,504.45845886907927,336.30563924605286,CUST_9770,Referral,Medium,40.0,6,2,2022,Tuesday
2022-06-21,Carol Brown,Widget B,Hardware,4,175.845849262151,703.383397048604,76.63399982240551,422.0300382291624,281.3533588194416,CUST_2550,Cold Call,Small,40.0,6,2,2022,Tuesday
2022-06-21,David Wilson,Widget B,Hardware,2,165.6542399613502,331.3084799227004,48.32765832249535,198.78508795362026,132.52339196908017,CUST_6892,Social Media,Small,40.0,6,2,2022,Tuesday
2022-06-21,Bob Smith,Gadget Y,Services,1,576.3513840388263,576.3513840388263,29.296219869506682,345.8108304232957,230.54055361553054,CUST_9273,Website,Large,40.00000000000001,6,2,2022,Tuesday
2022-06-21,Eva Garcia,Widget B,Software,2,154.88212242402594,309.7642448480519,21.71366919256719,185.85854690883113,123.90569793922074,CUST_4139,Cold Call,Small,40.0,6,2,2022,Tuesday
2022-06-21,Bob Smith,Gadget Y,Electronics,3,606.1846932918509,1818.5540798755526,264.88402748844766,1091.1324479253315,727.4216319502211,CUST_4462,Cold Call,Small,40.00000000000001,6,2,2022,Tuesday
2022-06-21,Bob Smith,Widget C,Hardware,5,320.76736060849896,1603.836803042495,136.32573096540025,962.3020818254969,641.534721216998,CUST_2234,Website,Medium,40.0,6,2,2022,Tuesday
2022-06-21,Carol Brown,Widget B,Services,1,164.9561134081534,164.9561134081534,9.102005235581409,98.97366804489205,65.98244536326136,CUST_1241,Cold Call,Medium,40.0,6,2,2022,Tuesday
2022-06-22,David Wilson,Widget B,Hardware,1,185.95195713183855,185.95195713183855,23.991814598292954,111.57117427910313,74.38078285273542,CUST_8679,Referral,Medium,40.0,6,2,2022,Wednesday
2022-06-22,Alice Johnson,Gadget X,Services,1,424.87048415623565,424.87048415623565,27.536320244454487,254.92229049374137,169.94819366249428,CUST_3912,Website,Small,40.0,6,2,2022,Wednesday
2022-06-22,Carol Brown,Gadget Y,Electronics,1,586.2280162599106,586.2280162599106,51.002044973039936,351.73680975594635,234.4912065039643,CUST_8160,Referral,Small,40.00000000000001,6,2,2022,Wednesday
2022-06-22,Carol Brown,Widget A,Electronics,2,242.60070516969347,485.20141033938694,48.5567870708907,291.12084620363214,194.0805641357548,CUST_8429,Referral,Small,40.0,6,2,2022,Wednesday
2022-06-22,Alice Johnson,Gadget X,Electronics,3,478.54277699320073,1435.6283309796022,197.94457182099745,861.3769985877612,574.251332391841,CUST_6959,Website,Medium,40.0,6,2,2022,Wednesday
2022-06-22,Carol Brown,Widget A,Electronics,1,235.11428565637536,235.11428565637536,25.521291496479588,141.0685713938252,94.04571426255015,CUST_2895,Website,Small,40.0,6,2,2022,Wednesday
2022-06-22,Bob Smith,Gadget Y,Electronics,2,622.8703063531945,1245.740612706389,113.51529330395917,747.4443676238333,498.29624508255563,CUST_9945,Referral,Large,40.00000000000001,6,2,2022,Wednesday
2022-06-23,Eva Garcia,Widget C,Hardware,1,267.10634568268085,267.10634568268085,24.05956262304921,160.26380740960852,106.84253827307234,CUST_6938,Cold Call,Medium,40.0,6,2,2022,Thursday
2022-06-23,Alice Johnson,Widget A,Software,1,261.7375563087992,261.7375563087992,38.682088432171966,157.04253378527952,104.69502252351967,CUST_2540,Website,Medium,40.0,6,2,2022,Thursday
2022-06-23,Carol Brown,Widget A,Software,1,307.6409209341797,307.6409209341797,35.25308154970885,184.5845525605078,123.05636837367189,CUST_2649,Social Media,Medium,40.0,6,2,2022,Thursday
2022-06-23,Bob Smith,Widget A,Hardware,1,224.61046550873635,224.61046550873635,19.496670632232185,134.7662793052418,89.84418620349456,CUST_7059,Referral,Small,40.00000000000001,6,2,2022,Thursday
2022-06-24,David Wilson,Gadget Y,Electronics,2,535.9118278761288,1071.8236557522575,142.1526744443913,643.0941934513545,428.72946230090304,CUST_3487,Referral,Small,40.0,6,2,2022,Friday
2022-06-24,David Wilson,Gadget X,Electronics,3,466.2099324079156,1398.6297972237467,148.22098060718372,839.1778783342479,559.4519188894988,CUST_1675,Website,Small,40.00000000000001,6,2,2022,Friday
2022-06-24,Bob Smith,Widget C,Electronics,5,336.72066452615644,1683.6033226307823,215.12941504242292,1010.1619935784693,673.441329052313,CUST_2653,Referral,Small,40.00000000000001,6,2,2022,Friday
2022-06-24,Carol Brown,Gadget X,Services,2,420.60881745315265,841.2176349063053,101.40900970763026,504.73058094378314,336.48705396252217,CUST_7940,Referral,Medium,40.00000000000001,6,2,2022,Friday
2022-06-24,David Wilson,Widget A,Electronics,1,233.61959235162573,233.61959235162573,30.26436481294425,140.17175541097544,93.44783694065029,CUST_6350,Referral,Small,40.0,6,2,2022,Friday
2022-06-24,David Wilson,Gadget X,Services,1,445.39088787179423,445.39088787179423,47.67238820738892,267.23453272307654,178.1563551487177,CUST_4649,Cold Call,Medium,40.0,6,2,2022,Friday
2022-06-24,Eva Garcia,Gadget Y,Software,1,565.8389145851318,565.8389145851318,35.88767786481938,339.50334875107905,226.33556583405272,CUST_2299,Referral,Small,40.0,6,2,2022,Friday
2022-06-24,Alice Johnson,Gadget Y,Software,3,635.5000829815879,1906.5002489447636,255.4857438549838,1143.9001493668582,762.6000995779054,CUST_8146,Trade Show,Small,40.0,6,2,2022,Friday
2022-06-25,Carol Brown,Gadget Y,Software,1,622.7819806450268,622.7819806450268,92.76741215734707,373.66918838701605,249.11279225801076,CUST_3296,Cold Call,Small,40.00000000000001,6,2,2022,Saturday
2022-06-25,Carol Brown,Gadget Y,Services,5,581.3119683060479,2906.5598415302393,268.9463510705959,1743.9359049181437,1162.6239366120956,CUST_5021,Social Media,Medium,40.0,6,2,2022,Saturday
2022-06-25,Carol Brown,Widget C,Electronics,3,333.0573997822777,999.172199346833,147.93323340787572,599.5033196080998,399.66887973873327,CUST_3964,Website,Small,40.0,6,2,2022,Saturday
2022-06-26,Eva Garcia,Gadget X,Electronics,1,439.9494678823127,439.9494678823127,45.62625921255329,263.9696807293876,175.9797871529251,CUST_4756,Trade Show,Small,40.0,6,2,2022,Sunday
2022-06-26,Carol Brown,Gadget Y,Software,2,573.3942349058979,1146.7884698117957,135.30646076863263,688.0730818870774,458.71538792471836,CUST_8902,Trade Show,Medium,40.00000000000001,6,2,2022,Sunday
2022-06-26,David Wilson,Widget A,Electronics,1,243.24324080813477,243.24324080813477,28.27532339475236,145.94594448488087,97.2972963232539,CUST_5046,Referral,Small,40.0,6,2,2022,Sunday
2022-06-27,Carol Brown,Widget C,Software,1,299.767520207261,299.767520207261,35.15411259809309,179.86051212435657,119.90700808290441,CUST_7811,Trade Show,Medium,40.00000000000001,6,2,2022,Monday
2022-06-27,Eva Garcia,Widget A,Hardware,1,284.4289967144679,284.4289967144679,32.98040453017043,170.65739802868075,113.77159868578718,CUST_2466,Website,Small,40.0,6,2,2022,Monday
2022-06-27,Carol Brown,Gadget Y,Electronics,2,553.0285198450745,1106.057039690149,65.8953264552417,663.6342238140893,442.42281587605964,CUST_7322,Social Media,Small,40.00000000000001,6,2,2022,Monday
2022-06-27,David Wilson,Gadget X,Software,1,438.5287251285034,438.5287251285034,33.48486727089434,263.11723507710207,175.41149005140136,CUST_4975,Cold Call,Large,40.0,6,2,2022,Monday
2022-06-27,Carol Brown,Gadget Y,Services,1,452.83021424238683,452.83021424238683,50.96859637414328,271.6981285454321,181.13208569695473,CUST_6176,Trade Show,Medium,40.0,6,2,2022,Monday
2022-06-27,Carol Brown,Widget C,Software,1,312.5513140059001,312.5513140059001,19.58310083015806,187.53078840354007,125.02052560236004,CUST_3056,Cold Call,Medium,40.0,6,2,2022,Monday
2022-06-27,Alice Johnson,Gadget X,Software,1,425.97250397992735,425.97250397992735,25.579425622018167,255.5835023879564,170.38900159197095,CUST_8512,Trade Show,Large,40.0,6,2,2022,Monday
2022-06-27,Eva Garcia,Widget A,Services,2,260.6377487446321,521.2754974892642,71.62777346661274,312.76529849355853,208.5101989957057,CUST_6563,Trade Show,Medium,40.0,6,2,2022,Monday
2022-06-27,Alice Johnson,Gadget X,Services,1,421.53892126604393,421.53892126604393,36.200142477441275,252.92335275962634,168.6155685064176,CUST_6064,Social Media,Medium,40.0,6,2,2022,Monday
2022-06-27,Bob Smith,Widget C,Services,1,288.2632753254611,288.2632753254611,29.919509252901175,172.95796519527667,115.30531013018444,CUST_4819,Social Media,Small,40.0,6,2,2022,Monday
2022-06-27,Alice Johnson,Gadget Y,Services,1,690.9190856594281,690.9190856594281,81.4144939489274,414.55145139565684,276.36763426377127,CUST_4975,Social Media,Small,40.0,6,2,2022,Monday
2022-06-27,Eva Garcia,Gadget Y,Services,1,567.4936058393039,567.4936058393039,42.261353537916264,340.4961635035823,226.9974423357216,CUST_6279,Trade Show,Small,40.00000000000001,6,2,2022,Monday
2022-06-28,Bob Smith,Widget C,Services,1,365.87600063427027,365.87600063427027,40.36678854364674,219.52560038056217,146.3504002537081,CUST_3439,Social Media,Medium,40.0,6,2,2022,Tuesday
2022-06-28,Eva Garcia,Gadget X,Software,3,458.6152822180809,1375.8458466542427,173.14276431770867,825.5075079925457,550.338338661697,CUST_2897,Website,Small,39.99999999999999,6,2,2022,Tuesday
2022-06-28,Bob Smith,Widget A,Electronics,2,259.67465745982776,519.3493149196555,33.791968928395505,311.6095889517933,207.73972596786223,CUST_2785,Social Media,Small,40.0,6,2,2022,Tuesday
2022-06-28,Eva Garcia,Widget A,Services,3,271.9933923764466,815.9801771293398,91.2115109975541,489.58810627760386,326.392070851736,CUST_9491,Cold Call,Small,40.00000000000001,6,2,2022,Tuesday
2022-06-28,Bob Smith,Gadget X,Electronics,1,418.6165343259475,418.6165343259475,26.78060177742258,251.1699205955685,167.446613730379,CUST_1569,Trade Show,Small,40.0,6,2,2022,Tuesday
2022-06-28,Alice Johnson,Widget C,Software,3,331.4416276315792,994.3248828947376,121.46967447611142,596.5949297368425,397.7299531578951,CUST_4089,Cold Call,Medium,40.00000000000001,6,2,2022,Tuesday
2022-06-28,Bob Smith,Widget C,Services,1,324.1954740187148,324.1954740187148,26.471473070305514,194.51728441122887,129.6781896074859,CUST_1414,Social Media,Small,40.0,6,2,2022,Tuesday
